id,name_series,airing_date 
71640,The Good Thieves                                                                                                                                      ,2017-05-13
39606,"Gwanggaeto, The Great Conqueror                                                                                                                       ",2011-06-04
108146,More Than Friends                                                                                                                                     ,2020-09-25
22726,5th Republic                                                                                                                                          ,2005-04-23
100717,Fatal Promise                                                                                                                                         ,2020-03-30
71897,Lovers in Bloom                                                                                                                                       ,2017-05-29
65335,The Dearest Lady                                                                                                                                      ,2015-12-07
61087,Golden Cross                                                                                                                                          ,2014-04-09
57556,Ruby Ring                                                                                                                                             ,2013-08-19
72764,Distorted                                                                                                                                             ,2017-07-24
100998,How to Buy a Friend                                                                                                                                   ,2020-04-06
63602,All About My Mom                                                                                                                                      ,2015-08-15
127356,Police University                                                                                                                                     ,2021-08-09
64357,"Sweet Home, Sweet Honey                                                                                                                               ",2015-11-02
125449,Here's My Plan                                                                                                                                        ,2021-05-19
77283,Live                                                                                                                                                  ,2018-03-10
63101,A New Leaf                                                                                                                                            ,2014-04-30
62148,Unkind Women                                                                                                                                          ,2015-02-25
82714,Room No. 9                                                                                                                                            ,2018-10-06
66122,Entertainer                                                                                                                                           ,2016-04-20
106535,Lie After Lie                                                                                                                                         ,2020-09-04
122752,Amor Fati                                                                                                                                             ,2021-04-12
82462,The Third Charm                                                                                                                                       ,2018-09-28
68489,Be Positive                                                                                                                                           ,2016-10-31
82946,My Healing Love                                                                                                                                       ,2018-10-14
195627,Mental Coach Jegal                                                                                                                                    ,2022-09-12
74076,Mad Dog                                                                                                                                               ,2017-10-11
64812,Moorim School                                                                                                                                         ,2016-01-11
38850,A Man Called God                                                                                                                                      ,2010-03-06
77704,Glorious Day                                                                                                                                          ,2014-04-26
14351,All In                                                                                                                                                ,2003-01-15
65747,Memory                                                                                                                                                ,2016-03-18
95620,Out of Breath                                                                                                                                         ,2019-08-04
65860,Jackpot                                                                                                                                               ,2016-03-28
2619,A Love to Kill                                                                                                                                        ,2005-10-31
93471,A day before us                                                                                                                                       ,2018-01-11
82464,Bad Papa                                                                                                                                              ,2018-10-01
209477,Once Again                                                                                                                                            ,2022-09-15
69067,One More Time                                                                                                                                         ,2016-10-26
65831,Ms. Temper & Nam Jung Gi                                                                                                                              ,2016-03-18
120318,Undercover                                                                                                                                            ,2021-04-23
77428,Grand Prince                                                                                                                                          ,2018-03-03
99411,Eccentric! Chef Moon                                                                                                                                  ,2020-03-27
39037,Flames of Desire                                                                                                                                      ,2010-10-02
32819,Cinderella Man                                                                                                                                        ,2009-04-15
138489,The Mysterious Class                                                                                                                                  ,2021-11-12
66634,Wanted                                                                                                                                                ,2016-06-22
82501,The Smile Has Left Your Eyes                                                                                                                          ,2018-10-03
87188,Big Issue                                                                                                                                             ,2019-03-06
131799,NO BOTHER ME                                                                                                                                          ,2021-06-10
54244,Heartless City                                                                                                                                        ,2013-05-27
101243,Oh My Baby                                                                                                                                            ,2020-05-13
32614,Prosecutor Princess                                                                                                                                   ,2010-03-31
64292,Falling for Challenge                                                                                                                                 ,2015-10-26
136446,Political Fever                                                                                                                                       ,2021-11-12
62746,Legendary Witches                                                                                                                                     ,2014-10-25
39040,Midas                                                                                                                                                 ,2011-02-22
43236,I Need Romance                                                                                                                                        ,2011-06-13
81135,Love To The End                                                                                                                                       ,2018-07-23
62610,Temptation                                                                                                                                            ,2014-07-14
135687,User Not Found                                                                                                                                        ,2021-12-03
112322,Delayed Justice                                                                                                                                       ,2020-10-30
121558,The Sweet Blood                                                                                                                                       ,2021-03-24
104247,To All The Guys Who Loved Me                                                                                                                          ,2020-07-06
64811,Jang Yeong Sil                                                                                                                                        ,2016-01-02
63765,Dream Knight                                                                                                                                          ,2015-01-27
75066,Black Knight                                                                                                                                          ,2017-12-06
37850,Jang Bo Ri Is Here                                                                                                                                    ,2014-04-05
61146,Secret Love Affair                                                                                                                                    ,2014-03-17
61830,The King's Face                                                                                                                                       ,2014-11-19
78111,The Best Moment To Quit Your Job                                                                                                                      ,2017-12-10
32828,Cinderella's Stepsister                                                                                                                               ,2010-03-31
128309,Red Shoes                                                                                                                                             ,2021-07-05
62265,Heard It Through the Grapevine                                                                                                                        ,2015-02-23
59150,Waiting for Love                                                                                                                                      ,2013-09-11
103752,Where Your Eyes Linger                                                                                                                                ,2020-05-22
50961,Don't Look Back: The Legend of Orpheus                                                                                                                ,2013-05-27
14234,Emperor of the Sea                                                                                                                                    ,2004-11-24
206618,Boar Hunt                                                                                                                                             ,2022-08-01
66781,The Good Wife                                                                                                                                         ,2016-07-08
46636,When a Man Falls in Love                                                                                                                              ,2013-04-03
73665,Girls' Generation 1979                                                                                                                                ,2017-09-11
94425,The Lies Within                                                                                                                                       ,2019-10-12
208594,Girlfriend Project Day 1                                                                                                                              ,2022-08-19
14749,Damo                                                                                                                                                  ,2003-07-28
41526,"Gye Baek, Warrior’s Fate                                                                                                                              ",2011-07-23
92453,The Great Show                                                                                                                                        ,2019-08-26
67273,Fantastic                                                                                                                                             ,2016-09-02
129889,Moonshine                                                                                                                                             ,2021-12-20
57278,Secret Love                                                                                                                                           ,2013-09-25
95216,Wanna Taste?                                                                                                                                          ,2019-11-11
47322,"Jang Ok Jung, Living in Love                                                                                                                          ",2013-04-08
94952,Gracious Revenge                                                                                                                                      ,2019-11-04
127358,The Veil                                                                                                                                              ,2021-09-17
74719,Always Spring                                                                                                                                         ,2016-10-31
33487,Oh! My Lady                                                                                                                                           ,2010-03-22
44729,The Chaser                                                                                                                                            ,2012-05-28
14761,Summer Scent                                                                                                                                          ,2003-07-07
32824,"Smile, You                                                                                                                                            ",2009-09-26
111603,Phoenix                                                                                                                                               ,2020-10-26
61009,Hotel King                                                                                                                                            ,2014-04-05
127527,Melancholia                                                                                                                                           ,2021-11-10
45940,Dr. Jin                                                                                                                                               ,2012-05-26
68992,Two Mothers                                                                                                                                           ,2014-06-03
73453,Argon                                                                                                                                                 ,2017-09-04
39068,You are My Destiny                                                                                                                                    ,2008-05-05
41874,Glory Jane                                                                                                                                            ,2011-10-12
130655,High Class                                                                                                                                            ,2021-09-06
88359,Different Dreams                                                                                                                                      ,2019-05-04
2265,"I'm Sorry, I Love You                                                                                                                                 ",2004-11-08
135751,"The King of Tears, Lee Bang Won                                                                                                                       ",2021-12-11
32769,Worlds Within                                                                                                                                         ,2008-10-27
99655,Graceful Friends                                                                                                                                      ,2020-07-10
3926,Hello! My Lady                                                                                                                                        ,2007-03-19
40017,Birdie Buddy                                                                                                                                          ,2011-08-08
99120,Team Bulldog: Off-Duty Investigation                                                                                                                  ,2020-05-23
39205,Can You Hear My Heart?                                                                                                                                ,2011-04-02
139289,Poong The Joseon Psychiatrist                                                                                                                         ,2022-08-01
2173,Alone in Love                                                                                                                                         ,2006-04-03
113113,Awaken                                                                                                                                                ,2020-11-30
195747,Green Mothers' Club                                                                                                                                   ,2022-04-06
44094,The Great Seer                                                                                                                                        ,2012-10-10
111724,Live On                                                                                                                                               ,2020-11-17
95392,Best Mistake                                                                                                                                          ,2019-07-25
129318,Lost                                                                                                                                                  ,2021-09-04
97956,XX                                                                                                                                                    ,2020-01-24
46573,God of War                                                                                                                                            ,2012-02-11
83140,Mama Fairy and the Woodcutter                                                                                                                         ,2018-11-05
112119,Kairos                                                                                                                                                ,2020-10-26
63945,Angel's Revenge                                                                                                                                       ,2014-01-06
43988,Feast of the Gods                                                                                                                                     ,2012-02-04
3257,My Fair Lady                                                                                                                                          ,2003-08-13
132926,Sponsor                                                                                                                                               ,2022-02-23
74683,Untouchable                                                                                                                                           ,2017-11-24
76995,Mysterious Personal Shopper                                                                                                                           ,2018-02-26
112568,Please Don't Date Him                                                                                                                                 ,2020-11-10
67592,Our Gap Soon                                                                                                                                          ,2016-08-27
83437,Priest                                                                                                                                                ,2018-11-24
4694,Phoenix                                                                                                                                               ,2004-04-05
69974,Whisper                                                                                                                                               ,2017-03-27
74103,Rebel Detectives                                                                                                                                      ,2017-09-12
63053,Queen's Flower                                                                                                                                        ,2015-03-14
46594,Queen of Ambition                                                                                                                                     ,2013-01-14
82027,Lady Cha Dal-Rae's Lover                                                                                                                              ,2018-09-03
44439,Lovers of Haeundae                                                                                                                                    ,2012-08-06
66068,The Master of Revenge                                                                                                                                 ,2016-04-27
35034,Happy Together                                                                                                                                        ,1999-06-16
128184,Hometown                                                                                                                                              ,2021-09-22
92114,Hip Hop King                                                                                                                                          ,2019-08-09
90237,I Wanna Hear Your Song                                                                                                                                ,2019-08-05
58146,The Blade and Petal                                                                                                                                   ,2013-07-03
80389,Your House Helper                                                                                                                                     ,2018-07-04
201084,O’PENing                                                                                                                                              ,2022-05-02
58776,Empire of Gold                                                                                                                                        ,2013-07-01
11866,"Eighteen, Twenty-Nine                                                                                                                                 ",2005-03-07
41682,Three Brothers                                                                                                                                        ,2009-10-17
14183,Couple or Trouble                                                                                                                                     ,2006-10-14
61140,Inspiring Generation                                                                                                                                  ,2014-01-15
130020,Secret Royal Inspector & Joy                                                                                                                          ,2021-11-08
61618,Liar Game                                                                                                                                             ,2014-10-20
61219,My Secret Hotel                                                                                                                                       ,2014-08-18
79713,"Bong Soon, a Cyborg in Love                                                                                                                           ",2016-05-12
77286,"My Husband, Mr. Oh!                                                                                                                                   ",2018-03-03
77735,Switch                                                                                                                                                ,2018-03-28
63789,Late Night Restaurant                                                                                                                                 ,2015-07-04
67842,Nightmare Teacher                                                                                                                                     ,2016-03-14
46519,My Wife Is A Super Woman                                                                                                                              ,2009-03-16
64232,The Best Future                                                                                                                                       ,2014-10-28
91034,Justice                                                                                                                                               ,2019-07-17
129000,Check Out the Event                                                                                                                                   ,2021-08-14
31931,Will It Snow For Christmas?                                                                                                                           ,2009-12-02
6044,The Vineyard Man                                                                                                                                      ,2006-07-24
42219,Stars Falling From the Sky                                                                                                                            ,2010-01-04
20588,Money's Warfare                                                                                                                                       ,2007-05-16
63624,One Warm Word                                                                                                                                         ,2013-12-02
42551,Becoming a Billionaire                                                                                                                                ,2010-03-01
134071,Let Me Be Your Knight                                                                                                                                 ,2021-11-07
127008,The One and Only                                                                                                                                      ,2021-12-20
35287,President                                                                                                                                             ,2010-12-15
85444,Liver or Die                                                                                                                                          ,2019-01-09
15805,New Heart                                                                                                                                             ,2007-12-12
1390,Dal-ja's Spring                                                                                                                                       ,2007-01-03
48469,The King of Dramas                                                                                                                                    ,2012-11-05
73576,Man Who Sets The Table                                                                                                                                ,2017-09-02
64020,Glamorous Temptation                                                                                                                                  ,2015-10-05
74597,Bravo My Life                                                                                                                                         ,2017-10-21
96262,Chimera                                                                                                                                               ,2021-10-30
44573,Painter of the Wind                                                                                                                                   ,2008-09-24
15961,The King and I                                                                                                                                        ,2007-08-27
84512,Just Dance                                                                                                                                            ,2018-12-03
64801,Neighborhood’s Hero                                                                                                                                   ,2016-01-23
44399,Golden Time                                                                                                                                           ,2012-07-09
45025,Fashion King                                                                                                                                          ,2012-03-19
63470,Cheo Yong                                                                                                                                             ,2014-02-09
35278,The King of Legend                                                                                                                                    ,2010-11-06
61487,My Lovely Girl                                                                                                                                        ,2014-09-17
74021,Andante                                                                                                                                               ,2017-09-24
65365,Beautiful You                                                                                                                                         ,2015-11-09
135271,Would You Like a Cup of Coffee?                                                                                                                       ,2021-10-24
196906,Doctor Lawyer                                                                                                                                         ,2022-06-03
195313,Unicorn                                                                                                                                               ,2022-08-26
83767,It's My Life                                                                                                                                          ,2018-11-05
106415,My Dangerous Wife                                                                                                                                     ,2020-10-05
82171,Big Forest                                                                                                                                            ,2018-09-07
69610,Naked Fireman                                                                                                                                         ,2017-01-12
89317,The Wind Blows                                                                                                                                        ,2019-05-27
158205,Desperate Mr. X                                                                                                                                       ,2022-09-02
77319,Evergreen                                                                                                                                             ,2018-03-05
62721,My Unfortunate Boyfriend                                                                                                                              ,2015-04-10
138246,The Killer's Shopping List                                                                                                                            ,2022-04-27
79281,Frozen Love                                                                                                                                           ,2017-02-05
111292,Birthcare Center                                                                                                                                      ,2020-11-02
113416,The Goddess of Revenge                                                                                                                                ,2020-11-21
66211,To Be Continued                                                                                                                                       ,2015-08-18
95201,Failing in Love                                                                                                                                       ,2019-11-02
67858,My Wife's Having an Affair This Week                                                                                                                  ,2016-10-28
72165,Sirius                                                                                                                                                ,2013-01-06
61138,Kara: Secret Love                                                                                                                                     ,2014-06-13
5711,One Fine Day                                                                                                                                          ,2006-05-31
2862,First Love of a Royal Prince                                                                                                                          ,2004-06-23
76768,Should We Kiss First                                                                                                                                  ,2018-02-20
87430,Confession                                                                                                                                            ,2019-03-23
61655,Valid Love                                                                                                                                            ,2014-12-01
46565,Royal Family                                                                                                                                          ,2011-03-02
94586,A Daughter Just Like You                                                                                                                              ,2015-05-18
5551,Save The Last Dance for Me                                                                                                                            ,2004-10-23
74830,"Oh, the Mysterious                                                                                                                                    ",2017-11-27
74473,Avengers Social Club                                                                                                                                  ,2017-10-11
57564,Adolescence Medley                                                                                                                                    ,2013-06-30
89765,A Place in the Sun                                                                                                                                    ,2019-06-03
83733,"Top Star, Yoo Baek                                                                                                                                    ",2018-11-16
36368,Successful Story of a Bright Girl                                                                                                                     ,2002-03-13
44551,"Me too, Flower!                                                                                                                                       ",2011-11-09
47085,Cruel Palace: War of Flowers                                                                                                                          ,2013-03-23
69418,Be Arrogant                                                                                                                                           ,2014-10-27
14285,"Hong Gil-Dong, The Hero                                                                                                                               ",2008-01-02
131673,You Raise Me Up                                                                                                                                       ,2021-08-31
88400,How to Hate You                                                                                                                                       ,2019-04-01
67781,Woman with a Suitcase                                                                                                                                 ,2016-09-26
14680,H.I.T                                                                                                                                                 ,2007-03-19
74887,Money Flower                                                                                                                                          ,2017-11-11
196532,It's Beautiful Now                                                                                                                                    ,2022-04-02
73913,Magic School                                                                                                                                          ,2017-09-11
19375,1% of Anything                                                                                                                                        ,2003-07-06
73257,Hospital Ship                                                                                                                                         ,2017-08-30
2956,Great Inheritance                                                                                                                                     ,2006-05-03
5292,Behind the White Tower                                                                                                                                ,2007-01-06
36989,Surgeon Bong Dal Hee                                                                                                                                  ,2007-01-17
135200,Crime Puzzle                                                                                                                                          ,2021-10-29
23510,Steal My Heart                                                                                                                                        ,1998-03-25
205611,Merry Queer                                                                                                                                           ,2022-07-08
35815,The King’s Woman                                                                                                                                      ,2003-10-06
71636,Individualist Ms. Ji Young                                                                                                                            ,2017-05-08
61934,Big Man                                                                                                                                               ,2014-04-28
78163,The Queen of Office                                                                                                                                   ,2013-04-01
42290,"Padam, Padam... The Sound of His and Her Heartbeats                                                                                                   ",2011-12-05
63732,Dr. Ian                                                                                                                                               ,2015-03-29
18371,On Air                                                                                                                                                ,2008-03-05
113624,Joseon Exorcist                                                                                                                                       ,2021-03-22
127016,The Road: The Tragedy of One                                                                                                                          ,2021-08-04
92708,The Running Mates: Human Rights                                                                                                                       ,2019-09-18
45624,Swallow the Sun                                                                                                                                       ,2009-07-09
84569,Under the Black Moonlight                                                                                                                             ,2016-05-24
83303,When Time Stopped                                                                                                                                     ,2018-10-24
14052,Lovers                                                                                                                                                ,2006-11-08
